Iteration,Split,SMOTE,Model,Metric,Score,Rank
0,0.6,True,AdaBoost,precision_macro,0.5926886787021236,161.0
0,0.7,False,Stochastic Gradient Descent,precision_macro,0.5892157538014421,162.0
0,0.2,True,AdaBoost,precision_macro,0.5886252098474077,163.0
0,0.6,True,Gaussian Naive Bayes,precision_macro,0.586451944461262,164.0
0,0.6,False,Gaussian Naive Bayes,precision_macro,0.5841273819013758,165.0
0,0.7,False,Logistic Regression,precision_macro,0.5829082567966416,166.0
0,0.7,True,Stochastic Gradient Descent,precision_macro,0.5822011312845334,167.0
0,0.5,True,Stochastic Gradient Descent,precision_macro,0.5807209110727839,168.0
0,0.6,False,AdaBoost,precision_macro,0.5801612590513281,169.0
0,0.5,False,Logistic Regression,precision_macro,0.5737320691105552,170.0
0,0.6,False,Logistic Regression,precision_macro,0.5697626831895487,171.0
0,0.4,True,Gaussian Naive Bayes,precision_macro,0.5660048354699745,172.0
0,0.2,False,Gaussian Naive Bayes,precision_macro,0.5626071988488569,173.0
0,0.2,True,Gaussian Naive Bayes,precision_macro,0.5558840874424787,174.0
0,0.4,False,Gaussian Naive Bayes,precision_macro,0.5543087482318733,175.0
0,0.1,True,Gaussian Naive Bayes,precision_macro,0.5426503451816412,176.0
0,0.8,True,MLP Classifier,recall_macro,0.9598388318950118,1.0
0,0.8,False,MLP Classifier,recall_macro,0.9506851863810749,2.0
0,0.8,False,Decision Tree,recall_macro,0.9425077873276523,3.0
0,0.7,False,MLP Classifier,recall_macro,0.9414578348836381,4.0
0,0.7,True,Support Vector Machine,recall_macro,0.9410184638891878,5.0
0,0.8,True,Random Forest,recall_macro,0.9399837870733448,6.0
0,0.8,True,Decision Tree,recall_macro,0.9397866988922781,7.0
0,0.5,True,MLP Classifier,recall_macro,0.939275926172478,8.0
0,0.8,False,Random Forest,recall_macro,0.9391039571321942,9.0
0,0.8,True,Support Vector Machine,recall_macro,0.9368882794857586,10.0
0,0.4,True,MLP Classifier,recall_macro,0.9366026535190368,11.0
0,0.7,True,MLP Classifier,recall_macro,0.9358773972140554,12.0
0,0.5,False,MLP Classifier,recall_macro,0.9352393773083428,13.0
0,0.6,False,MLP Classifier,recall_macro,0.9342707529297377,14.0
0,0.5,False,Decision Tree,recall_macro,0.9337888627543801,15.0
0,0.7,True,Decision Tree,recall_macro,0.9317668664794564,16.0
0,0.7,False,Decision Tree,recall_macro,0.9301310100681514,17.0
0,0.7,True,Random Forest,recall_macro,0.9300879937649724,18.0
0,0.7,False,Random Forest,recall_macro,0.9299048652538353,19.0
0,0.6,True,MLP Classifier,recall_macro,0.9275567778811439,20.0
0,0.4,False,MLP Classifier,recall_macro,0.9261654319257654,21.0
0,0.8,False,Support Vector Machine,recall_macro,0.9251043385931897,22.0
0,0.6,False,Decision Tree,recall_macro,0.923823454341079,23.0
0,0.5,True,Random Forest,recall_macro,0.9232799301764819,24.0
0,0.7,False,Support Vector Machine,recall_macro,0.9232784992285238,25.0
0,0.6,True,Decision Tree,recall_macro,0.922108168177215,26.0
0,0.6,False,Random Forest,recall_macro,0.9215458538917233,27.0
0,0.6,True,Random Forest,recall_macro,0.921533365728802,28.0
0,0.5,False,Random Forest,recall_macro,0.9197403314644693,29.0
0,0.5,True,Decision Tree,recall_macro,0.9182666410252618,30.0
0,0.6,True,Support Vector Machine,recall_macro,0.9176454054329116,31.0
0,0.5,True,Support Vector Machine,recall_macro,0.9136137122344019,32.0
0,0.4,False,Decision Tree,recall_macro,0.9086835493061556,33.0
0,0.4,True,Decision Tree,recall_macro,0.9040274329976202,34.0
0,0.4,True,Random Forest,recall_macro,0.901892706470333,35.0
0,0.4,False,Random Forest,recall_macro,0.8995889556296457,36.0
0,0.3,False,MLP Classifier,recall_macro,0.8981768333206964,37.0
0,0.6,False,Support Vector Machine,recall_macro,0.8970972145766866,38.0
0,0.3,True,MLP Classifier,recall_macro,0.8931658570150643,39.0
0,0.4,True,Support Vector Machine,recall_macro,0.8910920060229127,40.0
0,0.5,False,Support Vector Machine,recall_macro,0.8906030168099134,41.0
0,0.2,False,Decision Tree,recall_macro,0.8840770844684558,42.0
0,0.2,True,MLP Classifier,recall_macro,0.8828042623649663,43.0
0,0.2,False,MLP Classifier,recall_macro,0.8791429413686337,44.0
0,0.4,False,Support Vector Machine,recall_macro,0.8786777657844239,45.0
0,0.8,True,Gradient Boosting,recall_macro,0.8740361727147258,46.0
0,0.3,False,Random Forest,recall_macro,0.8732308783215917,47.0
0,0.2,True,Decision Tree,recall_macro,0.8726698753674728,48.0
0,0.3,True,Random Forest,recall_macro,0.8717352743613649,49.0
0,0.5,True,Gradient Boosting,recall_macro,0.8708199825441204,50.0
0,0.3,False,Decision Tree,recall_macro,0.8701727482198879,51.0
0,0.6,True,Gradient Boosting,recall_macro,0.8628870607684744,52.0
0,0.8,False,Gradient Boosting,recall_macro,0.8627174440311115,53.0
0,0.8,True,K-Nearest Neighbors,recall_macro,0.8620749008510118,54.0
0,0.2,True,Random Forest,recall_macro,0.8613436573942014,55.0
0,0.2,False,Random Forest,recall_macro,0.8606244745424271,56.0
0,0.3,True,Decision Tree,recall_macro,0.858071580392228,57.0
0,0.7,True,K-Nearest Neighbors,recall_macro,0.8569510016820336,58.0
0,0.7,True,Gradient Boosting,recall_macro,0.8558301040183687,59.0
0,0.7,False,Gradient Boosting,recall_macro,0.8545229856172997,60.0
0,0.6,True,K-Nearest Neighbors,recall_macro,0.8531139789589184,61.0
0,0.3,True,Support Vector Machine,recall_macro,0.852887247159634,62.0
0,0.6,False,Gradient Boosting,recall_macro,0.8506941535431306,63.0
0,0.7,False,XGBoost,recall_macro,0.8494249352453461,64.0
0,0.5,False,Gradient Boosting,recall_macro,0.8490546704339809,65.0
0,0.5,False,XGBoost,recall_macro,0.8479509065715963,66.0
0,0.4,True,Gradient Boosting,recall_macro,0.8473856944610997,67.0
0,0.4,False,Gradient Boosting,recall_macro,0.8464512040361537,68.0
0,0.8,False,XGBoost,recall_macro,0.8383773957494299,69.0
0,0.8,True,XGBoost,recall_macro,0.8369754514998041,70.0
0,0.2,True,Gradient Boosting,recall_macro,0.8368227276955879,71.0
0,0.5,True,XGBoost,recall_macro,0.8350273426135496,72.0
0,0.3,False,Support Vector Machine,recall_macro,0.8339781712659647,73.0
0,0.6,False,K-Nearest Neighbors,recall_macro,0.8327836512294162,74.0
0,0.7,False,K-Nearest Neighbors,recall_macro,0.8321065440990633,75.0
0,0.7,True,XGBoost,recall_macro,0.8282394059297356,76.0
0,0.6,True,XGBoost,recall_macro,0.8224920171660633,77.0
0,0.5,True,K-Nearest Neighbors,recall_macro,0.8222736036529139,78.0
0,0.6,False,XGBoost,recall_macro,0.8218517909712393,79.0
0,0.8,False,K-Nearest Neighbors,recall_macro,0.8216616280775316,80.0
0,0.4,True,XGBoost,recall_macro,0.8152024184594581,81.0
0,0.2,True,Support Vector Machine,recall_macro,0.8147865906877977,82.0
0,0.3,True,Gradient Boosting,recall_macro,0.8130842119539391,83.0
0,0.3,False,Gradient Boosting,recall_macro,0.8124706992976375,84.0
0,0.2,False,Gradient Boosting,recall_macro,0.8064957096656268,85.0
0,0.5,False,K-Nearest Neighbors,recall_macro,0.8040261936813661,86.0
0,0.3,False,XGBoost,recall_macro,0.8019977339010328,87.0
0,0.4,True,K-Nearest Neighbors,recall_macro,0.8007172514480171,88.0
0,0.2,True,XGBoost,recall_macro,0.796818190544767,89.0
0,0.3,True,XGBoost,recall_macro,0.7918743301107455,90.0
0,0.4,False,XGBoost,recall_macro,0.7865483929766799,91.0
0,0.1,True,Random Forest,recall_macro,0.7827656510151132,92.0
0,0.1,True,Decision Tree,recall_macro,0.782090360663847,93.0
0,0.1,False,Random Forest,recall_macro,0.7819875906630012,94.0
0,0.1,False,Gradient Boosting,recall_macro,0.7804984466579676,95.0
0,0.4,False,K-Nearest Neighbors,recall_macro,0.7727304351381319,96.0
0,0.2,False,Support Vector Machine,recall_macro,0.770219709541872,97.0
0,0.1,False,Decision Tree,recall_macro,0.7672842801574488,98.0
0,0.2,False,XGBoost,recall_macro,0.756558462230467,99.0
0,0.1,False,MLP Classifier,recall_macro,0.7545039883956562,100.0
0,0.1,True,MLP Classifier,recall_macro,0.754379648475259,101.0
0,0.3,True,K-Nearest Neighbors,recall_macro,0.7521656267030895,102.0
0,0.1,True,Gradient Boosting,recall_macro,0.7520026071167679,103.0
0,0.1,True,XGBoost,recall_macro,0.7465404948304438,104.0
0,0.1,False,XGBoost,recall_macro,0.7457338798674732,105.0
0,0.2,True,K-Nearest Neighbors,recall_macro,0.7374151286986389,106.0
0,0.3,False,K-Nearest Neighbors,recall_macro,0.7246940712998886,107.0
0,0.1,True,Support Vector Machine,recall_macro,0.7175386480349236,108.0
0,0.2,False,K-Nearest Neighbors,recall_macro,0.7039875128908638,109.0
0,0.1,False,Support Vector Machine,recall_macro,0.6965184544912648,110.0
0,0.1,True,K-Nearest Neighbors,recall_macro,0.6583545386663783,111.0
0,0.1,False,K-Nearest Neighbors,recall_macro,0.6495408714847747,112.0
0,0.3,True,Logistic Regression,recall_macro,0.6418684388229812,113.0
0,0.6,True,Stochastic Gradient Descent,recall_macro,0.6381255474754545,114.0
0,0.3,False,AdaBoost,recall_macro,0.6356898840359628,115.0
0,0.4,True,Logistic Regression,recall_macro,0.6352547848089718,116.0
0,0.8,True,Stochastic Gradient Descent,recall_macro,0.6267596056500948,117.0
0,0.1,True,Stochastic Gradient Descent,recall_macro,0.6238572243243853,118.0
0,0.4,False,AdaBoost,recall_macro,0.6231647214427495,119.0
0,0.7,True,AdaBoost,recall_macro,0.6227073719086499,120.0
0,0.7,False,AdaBoost,recall_macro,0.6200538294748534,121.0
0,0.1,True,Logistic Regression,recall_macro,0.6196182419648825,122.0
0,0.8,False,Stochastic Gradient Descent,recall_macro,0.6189901996562845,123.0
0,0.5,False,Stochastic Gradient Descent,recall_macro,0.618294254845979,124.0
0,0.7,True,Logistic Regression,recall_macro,0.6181937523011317,125.0
0,0.4,True,Stochastic Gradient Descent,recall_macro,0.6179451365283396,126.0
0,0.8,True,Logistic Regression,recall_macro,0.6170513231907427,127.0
0,0.8,True,AdaBoost,recall_macro,0.6163890228007213,128.0
0,0.8,False,AdaBoost,recall_macro,0.6161306105094674,129.0
0,0.1,False,Logistic Regression,recall_macro,0.6154755018389813,130.0
0,0.4,True,AdaBoost,recall_macro,0.6151756462906386,131.0
0,0.5,False,AdaBoost,recall_macro,0.6142617494341632,132.0
0,0.5,True,Logistic Regression,recall_macro,0.6134846176225487,133.0
0,0.1,False,AdaBoost,recall_macro,0.6131195611001338,134.0
0,0.5,True,AdaBoost,recall_macro,0.6130053205915275,135.0
0,0.3,True,AdaBoost,recall_macro,0.612052827230778,136.0
0,0.4,False,Stochastic Gradient Descent,recall_macro,0.611044311629537,137.0
0,0.1,False,Stochastic Gradient Descent,recall_macro,0.6108579498392559,138.0
0,0.8,False,Logistic Regression,recall_macro,0.6083901561703986,139.0
0,0.2,False,Logistic Regression,recall_macro,0.6072133576485738,140.0
0,0.2,False,Stochastic Gradient Descent,recall_macro,0.6071140188055272,141.0
0,0.2,False,AdaBoost,recall_macro,0.6069408912137559,142.0
0,0.2,True,Logistic Regression,recall_macro,0.6059665907150716,143.0
0,0.3,False,Logistic Regression,recall_macro,0.6054266413643866,144.0
0,0.4,False,Logistic Regression,recall_macro,0.6041774042815805,145.0
0,0.3,False,Stochastic Gradient Descent,recall_macro,0.6041533400753871,146.0
0,0.3,True,Stochastic Gradient Descent,recall_macro,0.6028049293170058,147.0
0,0.6,True,Logistic Regression,recall_macro,0.6011273038265735,148.0
0,0.7,True,Stochastic Gradient Descent,recall_macro,0.5962718608371742,149.0
0,0.5,True,Stochastic Gradient Descent,recall_macro,0.5944293061534441,150.0
0,0.7,False,Logistic Regression,recall_macro,0.5943342718583634,151.0
0,0.2,True,AdaBoost,recall_macro,0.5937757797283763,152.0
0,0.1,True,AdaBoost,recall_macro,0.5923599973562523,153.0
0,0.7,False,Stochastic Gradient Descent,recall_macro,0.5907423418267855,154.0
0,0.6,False,Stochastic Gradient Descent,recall_macro,0.5903456550237841,155.0
0,0.6,True,Gaussian Naive Bayes,recall_macro,0.588694162577028,156.0
0,0.5,False,Logistic Regression,recall_macro,0.5884417422348457,157.0
0,0.6,True,AdaBoost,recall_macro,0.5878861852005254,158.0
0,0.6,False,Gaussian Naive Bayes,recall_macro,0.5859781780754424,159.0
0,0.6,False,AdaBoost,recall_macro,0.5844018917330173,160.0
0,0.6,False,Logistic Regression,recall_macro,0.5801211052855565,161.0
0,0.8,True,Gaussian Naive Bayes,recall_macro,0.5794509498061742,162.0
0,0.2,True,Stochastic Gradient Descent,recall_macro,0.5718304401729372,163.0
0,0.8,False,Gaussian Naive Bayes,recall_macro,0.5641582519141047,164.0
0,0.4,True,Gaussian Naive Bayes,recall_macro,0.5631565985305607,165.0
0,0.5,False,Gaussian Naive Bayes,recall_macro,0.5579398117329152,166.0
0,0.5,True,Gaussian Naive Bayes,recall_macro,0.5556954984541191,167.0
0,0.4,False,Gaussian Naive Bayes,recall_macro,0.5493434458106456,168.0
0,0.7,False,Gaussian Naive Bayes,recall_macro,0.5450427421257832,169.0
0,0.7,True,Gaussian Naive Bayes,recall_macro,0.5444091793217745,170.0
0,0.2,False,Gaussian Naive Bayes,recall_macro,0.5361475425462131,171.0
0,0.2,True,Gaussian Naive Bayes,recall_macro,0.5269531658992912,172.0
0,0.3,True,Gaussian Naive Bayes,recall_macro,0.5061641380405256,173.0
0,0.3,False,Gaussian Naive Bayes,recall_macro,0.5026574869368258,174.0
0,0.1,False,Gaussian Naive Bayes,recall_macro,0.49026778992556563,175.0
0,0.1,True,Gaussian Naive Bayes,recall_macro,0.4613862889919533,176.0
