,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_clip_obs,params_ent_coef,params_gae_lambda,params_gamma,params_initialization_strategy,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_max_ingredients,params_n_steps,params_net_arch_depth,params_net_arch_width,params_norm_reward,params_normalize_advantage,params_ortho_init,params_rms_prop_eps,params_sde_sample_freq,params_use_rms_prop,params_use_sde,params_vf_coef,state
252,252,98.683648,2024-07-02 04:55:17.807678,2024-07-02 05:10:58.643357,0 days 00:15:40.835679,tanh,100.0,4.129000326104094e-05,0.99,0.9424023010125578,,0.005920435009364018,linear,0.7,8,20.0,1.0,32.0,False,False,False,6.583437256039019e-05,68.0,True,True,0.9455621466109698,COMPLETE
253,253,124.17233919999998,2024-07-02 04:55:31.914261,2024-07-02 05:11:51.294709,0 days 00:16:19.380448,tanh,50.0,0.03419000183398252,0.9,0.96778250589008,,0.0003092712771805494,linear,1.0,8,20.0,1.0,256.0,False,True,False,0.0003628825390321987,88.0,True,True,0.4881706232065074,COMPLETE
254,254,11.6,2024-07-02 05:06:28.302196,2024-07-02 05:21:15.725365,0 days 00:14:47.423169,relu,50.0,2.3305330952503848e-07,1.0,0.9458587411630561,,8.502333140812024e-05,constant,0.5,8,50.0,3.0,16.0,True,False,True,0.06179621343716552,29.0,True,False,0.5402787541957299,COMPLETE
255,255,257.5179956,2024-07-02 05:10:58.696957,2024-07-02 05:24:49.898771,0 days 00:13:51.201814,elu,10.0,3.5981936865392964e-06,1.0,0.9375036756471549,,0.005665922274882319,constant,0.5,8,50.0,2.0,8.0,True,False,True,0.05121200875624371,3.0,True,False,0.7049035626623187,COMPLETE
256,256,3.8,2024-07-02 05:11:51.341272,2024-07-02 05:33:17.373966,0 days 00:21:26.032694,relu,100.0,0.02679575663488256,0.9,0.9415124835002423,,0.013306116479390706,linear,0.5,8,5.0,1.0,32.0,False,False,False,0.0015023951535328894,70.0,True,True,0.2963698506888229,COMPLETE
257,257,92.56666700000001,2024-07-02 05:21:15.784704,2024-07-02 05:39:01.729861,0 days 00:17:45.945157,tanh,50.0,2.4134155337498333e-05,0.99,0.909961543724081,,0.02162167885582917,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.0007384126689085335,65.0,True,True,0.9742426369971722,COMPLETE
258,258,272.3162918,2024-07-02 05:24:49.952800,2024-07-02 05:39:04.559856,0 days 00:14:14.607056,elu,5.0,8.315473223334002e-07,0.8,0.9759145013288844,,0.0005917525343315315,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.015603542927199687,56.0,True,False,0.6235828097137602,COMPLETE
259,259,11.9,2024-07-02 05:33:17.429035,2024-07-02 05:47:52.319586,0 days 00:14:34.890551,tanh,5.0,0.0016395059468454994,1.0,0.9792483481019919,,0.0008508850137548466,constant,0.5,8,50.0,1.0,8.0,False,True,True,0.04586046530294322,14.0,True,False,0.06564639909181941,COMPLETE
260,260,107.1851162,2024-07-02 05:39:01.781958,2024-07-02 05:55:01.669456,0 days 00:15:59.887498,elu,100.0,8.100766144554798e-05,0.98,0.9993822278219232,,0.10112422168359021,constant,0.9,8,50.0,2.0,64.0,False,False,True,0.06069875174944511,24.0,True,False,0.28022125647351287,COMPLETE
261,261,11.005803799999999,2024-07-02 05:39:04.597259,2024-07-02 05:54:41.046800,0 days 00:15:36.449541,tanh,50.0,0.0006940207189357831,0.95,0.9523902706852364,,0.00013557304540860615,constant,0.9,8,50.0,2.0,16.0,True,False,True,0.012928047088934873,36.0,True,False,0.2997397822856195,COMPLETE
262,262,245.7681172,2024-07-02 05:47:52.380188,2024-07-02 06:03:50.012894,0 days 00:15:57.632706,leaky_relu,5.0,3.153110260112414e-06,0.8,0.9932408586312582,,0.00025938112482027677,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.0013617520450156797,95.0,True,False,0.5482120523584567,COMPLETE
263,263,11.5,2024-07-02 05:54:41.109630,2024-07-02 06:10:09.871502,0 days 00:15:28.761872,elu,50.0,0.00029199342510251595,1.0,0.9293885783774194,,0.0002529080178469408,constant,0.9,8,200.0,2.0,8.0,True,False,True,0.004087491636719105,65.0,True,False,0.4433609576366269,COMPLETE
264,264,11.0,2024-07-02 05:55:01.738420,2024-07-02 06:11:18.489291,0 days 00:16:16.750871,elu,5.0,6.87327095980732e-07,0.8,0.9859354752352286,,0.00023098149853937705,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.0383461335435084,44.0,True,False,0.5311260033773527,COMPLETE
265,265,11.5,2024-07-02 06:03:50.070674,2024-07-02 06:19:23.999428,0 days 00:15:33.928754,tanh,5.0,0.04793018142586092,1.0,0.9516263245786649,,0.00035139866136903283,constant,5.0,8,50.0,1.0,16.0,False,True,True,0.0103840485367619,24.0,True,False,0.10258145331045318,COMPLETE
266,266,297.07587639999997,2024-07-02 06:10:09.934163,2024-07-02 06:27:03.324096,0 days 00:16:53.389933,elu,5.0,1.5755107089997279e-06,0.8,0.9861212613507695,,0.004936547667480505,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.07749184874404398,54.0,True,False,0.5752316684460514,COMPLETE
267,267,7.430081400000001,2024-07-02 06:11:18.547249,2024-07-02 06:27:07.139800,0 days 00:15:48.592551,tanh,5.0,0.0003429339967652712,1.0,0.9848810922619594,,0.022248929051909377,constant,0.9,8,50.0,1.0,256.0,False,True,False,0.002969415076041048,12.0,True,False,0.13036977871309707,COMPLETE
268,268,10.7,2024-07-02 06:19:24.065909,2024-07-02 06:35:09.467773,0 days 00:15:45.401864,elu,100.0,0.00047411779367151336,0.98,0.9896134978261442,,0.0005422227043966441,constant,0.9,8,50.0,2.0,16.0,False,True,True,0.042566165001537065,12.0,True,False,0.6919065727754594,COMPLETE
269,269,237.0755646,2024-07-02 06:27:03.397912,2024-07-02 06:42:24.840372,0 days 00:15:21.442460,elu,50.0,5.421833949127729e-06,0.9,0.9555033760360889,,0.005216519216901428,constant,0.9,8,50.0,2.0,8.0,True,False,True,0.019613889793392045,34.0,True,False,0.4549193940262337,COMPLETE
270,270,266.899122,2024-07-02 06:27:07.179238,2024-07-02 06:43:46.519650,0 days 00:16:39.340412,elu,5.0,9.446089314077687e-05,0.98,0.9495041077369927,,0.007506425024213933,constant,0.9,8,50.0,2.0,128.0,True,False,True,0.055020310935111214,31.0,True,False,0.326683667162168,COMPLETE
271,271,11.55098,2024-07-02 06:35:09.524873,2024-07-02 06:54:25.257494,0 days 00:19:15.732621,tanh,10.0,0.0021448971982875897,0.9,0.9627773421656828,,0.008878997942240566,linear,0.5,8,20.0,1.0,256.0,False,False,False,0.0002875791475525916,82.0,True,True,0.47830548103091425,COMPLETE
272,272,6.7,2024-07-02 06:42:24.888750,2024-07-02 06:57:09.731986,0 days 00:14:44.843236,tanh,100.0,5.354459438069203e-07,0.98,0.9886471426288165,,0.709810027900442,constant,0.9,6,50.0,1.0,128.0,False,False,False,0.023404312477738574,31.0,True,False,0.9587111644134358,COMPLETE
273,273,254.917952,2024-07-02 06:43:46.566566,2024-07-02 06:59:02.025479,0 days 00:15:15.458913,elu,10.0,8.586118150186026e-05,0.99,0.9842670429903698,,0.014923277364533763,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.0753584054263084,38.0,True,False,0.320063551446241,COMPLETE
274,274,12.311111200000001,2024-07-02 06:54:25.316088,2024-07-02 07:11:41.057773,0 days 00:17:15.741685,tanh,5.0,0.03903922217902164,1.0,0.993034028020366,,0.0005541796281812768,constant,5.0,8,50.0,2.0,128.0,False,True,True,0.01731079439010654,10.0,True,False,0.17892794225968273,COMPLETE
275,275,53.9379558,2024-07-02 06:57:09.786684,2024-07-02 07:12:28.111170,0 days 00:15:18.324486,elu,10.0,8.642629442980658e-07,0.8,0.9776196325164392,,0.042946528539988225,constant,1.0,8,50.0,1.0,8.0,False,False,True,0.02832914269523537,81.0,True,False,0.605214779189454,COMPLETE
276,276,269.2549494,2024-07-02 06:59:02.089312,2024-07-02 07:13:57.716484,0 days 00:14:55.627172,tanh,5.0,0.00019660769908440645,1.0,0.9641181795093744,,0.0069717649082281855,constant,1.0,8,200.0,1.0,128.0,False,True,True,0.010740277257737602,18.0,True,False,0.22656942545070524,COMPLETE
277,277,101.509447,2024-07-02 07:11:41.125793,2024-07-02 07:28:26.635959,0 days 00:16:45.510166,tanh,50.0,0.013258806365404812,0.99,0.9420658225242029,,0.004280197127127819,linear,0.5,6,50.0,1.0,64.0,False,False,False,0.0002457593644734703,65.0,False,True,0.26802024995998164,COMPLETE
278,278,46.433333,2024-07-02 07:12:28.167749,2024-07-02 07:31:28.351918,0 days 00:19:00.184169,tanh,50.0,0.00014529183262729323,1.0,0.960842231079542,,0.006645264917615867,constant,0.9,8,10.0,3.0,8.0,True,False,True,0.032067855285196484,17.0,True,False,0.4371104267152602,COMPLETE
279,279,5.1,2024-07-02 07:13:57.770923,2024-07-02 07:28:37.098345,0 days 00:14:39.327422,tanh,5.0,0.00023907355496293977,0.98,0.9910037533096447,,0.16194952171838778,constant,0.9,8,50.0,1.0,128.0,False,True,False,0.0019722939073148517,17.0,True,False,0.7663452583869953,COMPLETE
280,280,233.81414560000002,2024-07-02 07:28:26.691277,2024-07-02 07:44:07.126775,0 days 00:15:40.435498,tanh,5.0,0.06716775589722405,0.9,0.9700205266019976,,0.006993528626174714,linear,0.3,8,50.0,1.0,64.0,False,False,True,0.07089681577063464,18.0,True,False,0.14736850056666048,COMPLETE
281,281,9.1,2024-07-02 07:28:37.131431,2024-07-02 07:44:51.772555,0 days 00:16:14.641124,elu,100.0,2.804594864846352e-06,0.8,0.9489405928168838,,0.00027108711675521296,constant,0.9,6,50.0,2.0,8.0,False,False,True,0.07332219682595414,76.0,True,False,0.3462287705775758,COMPLETE
282,282,11.0,2024-07-02 07:31:28.396897,2024-07-02 07:47:29.455883,0 days 00:16:01.058986,elu,100.0,9.859697874828316e-07,0.98,0.9875154870374203,,3.4459235754965575e-05,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.018035573036132374,14.0,True,False,0.2539280715066221,COMPLETE
283,283,11.36,2024-07-02 07:44:07.187478,2024-07-02 07:59:18.895387,0 days 00:15:11.707909,elu,50.0,0.00020958499591952493,0.98,0.9939081487947816,,0.0006266271838525464,constant,0.9,8,50.0,2.0,8.0,False,False,True,0.02001504010444583,10.0,True,False,0.3681360575248826,COMPLETE
284,284,289.9625668,2024-07-02 07:44:51.839953,2024-07-02 08:04:49.202940,0 days 00:19:57.362987,tanh,50.0,0.0034634673155717432,0.9,0.942761646097748,,0.009748344313164948,linear,2.0,8,20.0,2.0,32.0,False,False,False,0.006296186945327793,56.0,True,True,0.2790523625754341,COMPLETE
285,285,272.8772874,2024-07-02 07:47:29.511468,2024-07-02 08:02:26.299574,0 days 00:14:56.788106,tanh,10.0,0.0002990364961760604,0.98,0.9823159733565402,,0.019498483895973646,constant,0.3,8,200.0,2.0,8.0,True,False,True,0.09010892569888443,23.0,True,False,0.5266950598287796,COMPLETE
286,286,10.103961600000002,2024-07-02 07:59:18.945104,2024-07-02 08:14:26.130413,0 days 00:15:07.185309,tanh,100.0,1.1008539424216905e-05,0.98,0.9656701035701362,,0.4064772183319066,constant,0.7,6,50.0,1.0,64.0,False,True,False,0.03448468583885374,13.0,True,False,0.6308666339794885,COMPLETE
287,287,229.4036532,2024-07-02 08:02:26.360158,2024-07-02 08:18:29.952020,0 days 00:16:03.591862,tanh,10.0,0.00028090174010413077,0.98,0.9792657353428925,,0.044356809146291684,constant,0.3,8,200.0,2.0,128.0,True,False,True,0.08109691502990798,29.0,True,False,0.6619822640698115,COMPLETE
288,288,10.2,2024-07-02 08:04:49.264769,2024-07-02 08:19:42.737107,0 days 00:14:53.472338,elu,5.0,0.014766231823381356,1.0,0.93947183091579,,0.000348547050158707,constant,0.9,8,50.0,1.0,8.0,True,False,True,0.056101914170680285,35.0,True,False,0.6371316865261388,COMPLETE
289,289,76.064377,2024-07-02 08:14:26.192257,2024-07-02 08:32:31.241865,0 days 00:18:05.049608,tanh,50.0,0.012088917823857447,0.9,0.9450973411994826,,0.04997632915336504,linear,2.0,8,20.0,2.0,32.0,False,False,False,0.006889802197847738,57.0,True,True,0.05513135349747256,COMPLETE
290,290,42.91882940000001,2024-07-02 08:18:30.010309,2024-07-02 08:34:46.773264,0 days 00:16:16.762955,tanh,50.0,2.1886891478840428e-05,0.9,0.9321913860855955,,0.02436235669176117,linear,2.0,8,50.0,2.0,32.0,False,False,False,0.003745309373435144,46.0,True,True,0.3343189461183186,COMPLETE
291,291,4.5,2024-07-02 08:19:42.794571,2024-07-02 08:37:12.932996,0 days 00:17:30.138425,tanh,50.0,0.00219305174264181,0.9,0.9400747079921357,,0.28407954392407453,linear,2.0,8,20.0,2.0,32.0,False,False,False,0.011868102701240585,44.0,True,True,0.17413371042079862,COMPLETE
292,292,270.384906,2024-07-02 08:32:31.301046,2024-07-02 08:50:04.113506,0 days 00:17:32.812460,tanh,50.0,0.016928600548497243,0.99,0.9301303584780591,,0.0035640564407528603,linear,0.7,8,20.0,1.0,512.0,False,False,False,0.00013126355467071355,96.0,False,True,0.5778290224130311,COMPLETE
293,293,312.70056179999995,2024-07-02 08:34:46.812846,2024-07-02 08:51:45.654486,0 days 00:16:58.841640,leaky_relu,50.0,0.000282641124565721,0.99,0.9092720154921844,,0.0003709257637251327,linear,0.7,8,20.0,1.0,512.0,False,True,False,0.0001867189366538232,75.0,True,True,0.6160354968966596,COMPLETE
294,294,8.1,2024-07-02 08:37:12.977098,2024-07-02 08:51:57.430068,0 days 00:14:44.452970,elu,50.0,2.3558661927712638e-05,1.0,0.9516782454096916,,0.12785309452173318,constant,0.5,8,50.0,2.0,64.0,True,False,True,0.00980966937790824,27.0,False,False,0.1791838529346383,COMPLETE
295,295,156.4374894,2024-07-02 08:50:04.179333,2024-07-02 09:05:18.015579,0 days 00:15:13.836246,elu,10.0,0.0002457282790599709,0.92,0.916199671420304,,0.000136469410961176,linear,0.9,8,200.0,1.0,512.0,False,False,False,0.00029764134649634184,83.0,True,True,0.9486544169575896,COMPLETE
296,296,3.2,2024-07-02 08:51:45.715323,2024-07-02 09:08:04.149143,0 days 00:16:18.433820,elu,5.0,2.3917049501483524e-07,0.8,0.9898748780049068,,0.17993002601538358,constant,0.9,8,20.0,2.0,64.0,False,False,True,0.020141285919087964,70.0,True,False,0.41804032157436394,COMPLETE
297,297,230.685764,2024-07-02 08:51:57.480999,2024-07-02 09:09:37.808610,0 days 00:17:40.327611,leaky_relu,50.0,0.002557470986485617,0.99,0.9122485221644563,,0.0007227047519155814,linear,0.7,8,20.0,1.0,512.0,False,True,False,0.006672784790260989,65.0,True,True,0.451151635993104,COMPLETE
298,298,235.2512618,2024-07-02 09:05:18.061081,2024-07-02 09:21:52.146728,0 days 00:16:34.085647,elu,50.0,0.0004832915726089481,1.0,0.9352957674860825,,0.0009797340186224292,constant,0.9,8,50.0,2.0,256.0,True,False,True,0.00452725859237293,19.0,True,False,0.4606095413565506,COMPLETE
299,299,254.9423252,2024-07-02 09:08:04.200059,2024-07-02 09:22:57.197865,0 days 00:14:52.997806,tanh,10.0,0.019645200750627312,0.98,0.9539041585848965,,0.00532300132805382,constant,0.5,8,200.0,2.0,8.0,True,False,True,0.005376352891349898,47.0,True,False,0.4086762182391836,COMPLETE
300,300,82.84186300000002,2024-07-02 09:09:37.876851,2024-07-02 09:25:45.148250,0 days 00:16:07.271399,leaky_relu,50.0,0.0005751214323123497,0.99,0.9038936456494084,,0.00022420814686771874,linear,0.7,8,50.0,1.0,32.0,False,True,False,0.0001506879941671769,59.0,True,True,0.7766999612496129,COMPLETE
301,301,13.3,2024-07-02 09:21:52.205812,2024-07-02 09:38:19.978794,0 days 00:16:27.772982,leaky_relu,50.0,1.7592939288481928e-06,0.95,0.9098216578965801,,6.566713725630956e-05,linear,0.7,8,20.0,1.0,512.0,False,True,False,0.00010314397884505854,55.0,True,True,0.4892369827106776,COMPLETE
302,302,11.608856800000002,2024-07-02 09:22:57.258607,2024-07-02 09:39:41.828976,0 days 00:16:44.570369,leaky_relu,10.0,1.0444500341059691e-05,0.99,0.9177577321625294,,2.545933905086022e-05,linear,0.9,8,20.0,1.0,512.0,False,True,False,5.106970799960546e-05,79.0,True,True,0.6894628895407156,COMPLETE
303,303,78.8980588,2024-07-02 09:25:45.195366,2024-07-02 09:42:25.618540,0 days 00:16:40.423174,leaky_relu,50.0,1.006150904433136e-05,0.99,0.9100432013373249,,0.0005734501749293539,linear,2.0,8,20.0,1.0,512.0,False,True,False,0.0001431426684941598,58.0,False,True,0.8202640081382321,COMPLETE
304,304,6.5926952,2024-07-02 09:38:20.027226,2024-07-02 09:52:33.518463,0 days 00:14:13.491237,tanh,5.0,6.213288656702826e-07,0.8,0.9752874881496548,,0.05426829035941273,constant,2.0,8,50.0,2.0,8.0,False,False,True,0.051520658682242586,85.0,True,False,0.6015923882713877,COMPLETE
305,305,270.384906,2024-07-02 09:39:41.876505,2024-07-02 09:57:38.376287,0 days 00:17:56.499782,leaky_relu,50.0,0.00719034925363448,0.95,0.9233368549667116,,0.027514681158258676,linear,0.5,8,20.0,1.0,512.0,False,False,False,0.007117417963846579,90.0,True,True,0.7769033922468029,COMPLETE
306,306,200.8271574,2024-07-02 09:42:25.659062,2024-07-02 09:58:13.764455,0 days 00:15:48.105393,tanh,50.0,1.907269847010822e-05,0.9,0.9299872803870018,,0.00020981274905083132,linear,2.0,8,20.0,2.0,128.0,False,False,False,0.014519082991037244,55.0,True,False,0.21936878244814034,COMPLETE
307,307,254.9075832,2024-07-02 09:52:33.562111,2024-07-02 10:07:28.675197,0 days 00:14:55.113086,relu,5.0,0.002498418193462245,0.9,0.9829886811645738,,0.0027872839807753427,constant,0.5,6,50.0,2.0,128.0,False,True,True,0.004748993431699588,4.0,True,False,0.00830924664899416,COMPLETE
308,308,4.8,2024-07-02 09:57:38.430522,2024-07-02 10:06:39.581894,0 days 00:09:01.151372,relu,100.0,0.006347879421542705,0.9,0.9506175122003928,,0.21372869426385682,linear,0.5,8,10.0,1.0,256.0,False,False,False,0.00022710456128032286,97.0,True,True,0.338663919390638,PRUNED
309,309,291.7865824,2024-07-02 09:58:13.825807,2024-07-02 10:11:26.925799,0 days 00:13:13.099992,tanh,50.0,0.002294566951069923,0.98,0.9898225761402476,,0.06954470669921474,constant,0.3,8,200.0,1.0,8.0,True,False,True,0.02797025663961963,30.0,True,False,0.8392517977121436,COMPLETE
310,310,220.37854299999998,2024-07-02 10:06:39.624056,2024-07-02 10:20:39.674001,0 days 00:14:00.049945,leaky_relu,5.0,0.09250934234532718,0.9,0.9830265092957071,,0.009508847857123963,constant,0.3,8,50.0,1.0,256.0,False,True,True,0.07765424772115262,3.0,True,False,0.03286418534141712,COMPLETE
311,311,16.94775,2024-07-02 10:07:28.737996,2024-07-02 10:26:03.329204,0 days 00:18:34.591208,tanh,50.0,0.0028249631695283885,0.9,0.9526984939067109,,0.011359594817316127,linear,0.5,8,10.0,1.0,16.0,False,False,False,0.0005042067178392549,65.0,True,True,0.5222898952474203,COMPLETE
312,312,249.98331079999997,2024-07-02 10:11:26.990237,2024-07-02 10:28:42.413353,0 days 00:17:15.423116,elu,10.0,2.0273205518421147e-05,0.92,0.9079544795670144,,0.0017593705008862447,linear,0.3,6,20.0,1.0,128.0,False,False,False,0.0004658929750974548,64.0,True,True,0.8017677013794792,COMPLETE
313,313,203.5099598,2024-07-02 10:20:39.739978,2024-07-02 10:35:27.810269,0 days 00:14:48.070291,tanh,50.0,1.5568920148670173e-06,0.98,0.9410776376782953,,0.017379208443988714,constant,0.3,8,200.0,1.0,8.0,True,False,True,0.016075458261615223,52.0,True,False,0.7742243874967394,COMPLETE
314,314,267.21572860000003,2024-07-02 10:26:03.391548,2024-07-02 10:41:44.106694,0 days 00:15:40.715146,tanh,100.0,5.454583507646623e-06,0.98,0.989397565091252,,0.05272943952255294,constant,0.9,6,50.0,1.0,8.0,False,True,False,0.006561364938601796,12.0,True,False,0.6758559316607846,COMPLETE
315,315,225.8181936,2024-07-02 10:28:42.480559,2024-07-02 10:44:14.227759,0 days 00:15:31.747200,tanh,50.0,0.00014527626100741705,0.98,0.9882013429237165,,0.02831235975833867,constant,0.3,8,50.0,1.0,8.0,False,True,False,0.012167792319227799,9.0,True,False,0.467524619063101,COMPLETE
316,316,13.232749799999999,2024-07-02 10:35:27.865855,2024-07-02 10:52:33.516831,0 days 00:17:05.650976,leaky_relu,50.0,0.00028265830186366897,0.99,0.9088696434593615,,0.00032627936509215834,linear,0.7,8,100.0,1.0,512.0,False,True,True,0.0001157200330245323,95.0,True,True,0.7202994858135037,COMPLETE
317,317,99.9198092,2024-07-02 10:41:44.168528,2024-07-02 10:58:44.145770,0 days 00:16:59.977242,relu,50.0,0.015902196680032517,0.95,0.9134409795354193,,0.0079452995938835,linear,0.5,6,20.0,1.0,64.0,False,False,False,0.014548922317967072,86.0,True,True,0.6049609837405405,COMPLETE
318,318,6.5107919999999995,2024-07-02 10:44:14.285110,2024-07-02 10:57:53.402924,0 days 00:13:39.117814,tanh,50.0,0.0022701268303756766,0.98,0.9935366689769354,,0.3247327576924613,constant,0.9,8,200.0,1.0,8.0,True,False,True,0.01724906685763921,22.0,True,False,0.9533595448604817,COMPLETE
319,319,2.8,2024-07-02 10:52:33.584883,2024-07-02 10:58:10.919014,0 days 00:05:37.334131,relu,50.0,0.03791631793369782,0.95,0.9053195219521459,,0.04018732022606117,linear,0.5,6,5.0,1.0,64.0,False,False,False,0.001791303581669768,99.0,True,True,0.24200370434675056,PRUNED
320,320,267.0129164,2024-07-02 10:57:53.453220,2024-07-02 11:11:46.141381,0 days 00:13:52.688161,elu,50.0,0.0011823944939247325,0.98,0.9767453306097647,,0.01663037200562873,constant,0.3,8,200.0,1.0,8.0,True,False,False,0.009747539935858876,29.0,True,False,0.5305051569706548,COMPLETE
321,321,5.3,2024-07-02 10:58:10.968216,2024-07-02 11:13:30.486707,0 days 00:15:19.518491,leaky_relu,50.0,0.0056386829227742805,1.0,0.9512351765139457,,0.27959166428104193,linear,2.0,8,100.0,2.0,512.0,False,True,False,0.003931945748550225,50.0,True,False,0.22154256504155542,COMPLETE
322,322,202.32521680000002,2024-07-02 10:58:44.213690,2024-07-02 11:18:10.068034,0 days 00:19:25.854344,elu,5.0,0.0007670308567974903,0.9,0.9446159346203166,,0.00021987143415331075,linear,2.0,8,20.0,2.0,32.0,False,False,False,0.0007182818955893627,82.0,True,True,0.3420253742329974,COMPLETE
323,323,12.4186998,2024-07-02 11:11:46.201555,2024-07-02 11:26:07.431389,0 days 00:14:21.229834,tanh,50.0,0.003873768387172954,0.92,0.9834786396410288,,0.003249443893391164,linear,0.3,8,200.0,1.0,8.0,True,False,True,0.055885153808808326,38.0,True,False,0.5900883280710696,COMPLETE
324,324,267.36341619999996,2024-07-02 11:13:30.539426,2024-07-02 11:29:31.804577,0 days 00:16:01.265151,tanh,50.0,0.007050458808814166,0.98,0.972543213680832,,0.014614065836829367,constant,0.3,8,200.0,2.0,64.0,True,False,True,0.04287467616252769,53.0,True,False,0.9649232784378454,COMPLETE
325,325,269.51635120000003,2024-07-02 11:18:10.137870,2024-07-02 11:33:24.439769,0 days 00:15:14.301899,tanh,10.0,0.00013969765491062396,0.98,0.9663702527706617,,0.008584007671107593,constant,1.0,8,200.0,2.0,8.0,True,False,True,0.035513571030688855,4.0,True,False,0.6817310049068791,COMPLETE
326,326,10.2491142,2024-07-02 11:26:07.490838,2024-07-02 11:43:58.047882,0 days 00:17:50.557044,elu,5.0,4.0947450036832353e-07,0.8,0.9823676391603275,,0.015469786629526987,linear,1.0,8,10.0,2.0,8.0,False,False,True,0.030509040775869294,32.0,True,False,0.69045618562105,COMPLETE
327,327,137.4780844,2024-07-02 11:29:31.865864,2024-07-02 11:47:17.843519,0 days 00:17:45.977655,leaky_relu,50.0,8.201550395460912e-05,0.99,0.9483303501033884,,0.00016447596853322836,linear,0.7,8,20.0,1.0,128.0,False,True,False,2.5885919455638583e-05,53.0,True,True,0.6858337242066079,COMPLETE
328,328,58.3053264,2024-07-02 11:33:24.486043,2024-07-02 11:40:33.873896,0 days 00:07:09.387853,relu,50.0,0.054139107310764524,0.9,0.9986272347363676,,0.7630223353098715,constant,0.3,8,200.0,1.0,8.0,True,False,True,0.06276417210989106,33.0,True,False,0.6827930931424196,PRUNED
329,329,210.45271580000002,2024-07-02 11:40:33.907740,2024-07-02 11:55:17.020011,0 days 00:14:43.112271,tanh,100.0,0.010201716912236427,0.8,0.9890679051964014,,0.00019308328900890612,constant,0.9,8,50.0,1.0,128.0,False,True,False,0.07385066049332298,15.0,True,False,0.12063185294309642,COMPLETE
330,330,10.5,2024-07-02 11:43:58.099472,2024-07-02 11:58:21.376249,0 days 00:14:23.276777,tanh,5.0,0.05901425297838728,0.8,0.9815961602394804,,0.0004186460034160369,constant,0.9,8,200.0,1.0,128.0,False,True,True,0.014994458674290214,27.0,True,False,0.2593355708448546,COMPLETE
331,331,12.711919599999998,2024-07-02 11:47:17.910724,2024-07-02 12:01:49.816731,0 days 00:14:31.906007,tanh,5.0,0.04030319240078765,0.99,0.9616619943334734,,0.0001619771222844389,constant,0.9,8,50.0,1.0,128.0,False,False,True,0.026505700894963586,5.0,True,False,0.4267134288565866,COMPLETE
332,332,59.377011800000005,2024-07-02 11:55:17.079062,2024-07-02 12:13:53.290887,0 days 00:18:36.211825,relu,100.0,0.009671537911395649,0.9,0.9842430785047028,,0.06690161311435838,linear,0.5,8,20.0,2.0,64.0,False,False,False,0.00041905805219573725,73.0,True,True,0.15385547732988938,COMPLETE
333,333,11.3,2024-07-02 11:58:21.432919,2024-07-02 12:13:01.396607,0 days 00:14:39.963688,elu,5.0,5.633502085918158e-07,0.95,0.9645904506112625,,0.0006287822371603606,constant,1.0,8,50.0,2.0,8.0,False,False,True,0.001102603988041524,57.0,True,False,0.686352295024985,COMPLETE
334,334,181.9651072,2024-07-02 12:01:49.877551,2024-07-02 12:16:38.038228,0 days 00:14:48.160677,elu,5.0,5.927536719774564e-07,0.8,0.9590564418983072,,0.01982925152994548,constant,0.3,8,50.0,2.0,16.0,False,False,True,0.06785335208968105,68.0,True,False,0.7841020779419383,COMPLETE
335,335,82.4684132,2024-07-02 12:13:01.449682,2024-07-02 12:30:20.069429,0 days 00:17:18.619747,tanh,50.0,1.978225211328656e-05,0.98,0.9782433722852555,,0.00031375801696123984,constant,0.3,8,10.0,1.0,512.0,True,False,True,0.02799580441671094,12.0,True,False,0.604858543286824,COMPLETE
336,336,188.0910324,2024-07-02 12:13:53.348870,2024-07-02 12:28:45.857970,0 days 00:14:52.509100,relu,50.0,1.821323827218963e-05,0.9,0.9761706984888129,,0.11380815339788507,constant,0.9,6,50.0,1.0,128.0,False,True,False,0.09977317923807473,5.0,True,False,0.7408598371111117,COMPLETE
337,337,215.81896700000001,2024-07-02 12:16:38.087452,2024-07-02 12:31:22.484691,0 days 00:14:44.397239,tanh,5.0,0.0006493054040687121,0.98,0.989204980976753,,0.007221887314006505,constant,0.9,8,50.0,1.0,32.0,False,True,False,0.03170234121329917,33.0,False,False,0.24941270481763092,COMPLETE
338,338,3.7,2024-07-02 12:28:45.921283,2024-07-02 12:45:25.415158,0 days 00:16:39.493875,relu,100.0,0.018103802826872944,0.9,0.9223985452010027,,0.26464808067892054,linear,0.3,8,20.0,1.0,256.0,False,False,False,0.0010638418686968873,45.0,True,True,0.18015622626576722,COMPLETE
339,339,3.8,2024-07-02 12:30:20.121012,2024-07-02 12:45:13.701334,0 days 00:14:53.580322,relu,100.0,0.03196402628221241,0.9,0.9676105988804273,,0.04590532716587303,linear,0.5,8,20.0,1.0,256.0,False,False,False,4.4522177798165146e-05,66.0,False,False,0.005640824538936162,COMPLETE
