CMDLINE /home/laurie2905/anaconda3/envs/masterEnv/bin/python src/models/envs/env.py
MEM 916.566406 1718115909.4265
MEM 916.566406 1718115909.5270
MEM 916.566406 1718115909.6274
MEM 916.566406 1718115909.7278
MEM 916.566406 1718115909.8282
MEM 916.824219 1718115909.9286
MEM 916.824219 1718115910.0290
MEM 916.824219 1718115910.1293
MEM 916.824219 1718115910.2296
MEM 916.824219 1718115910.3299
MEM 917.082031 1718115910.4302
MEM 917.082031 1718115910.5306
MEM 917.082031 1718115910.6309
MEM 917.082031 1718115910.7313
MEM 917.082031 1718115910.8316
MEM 917.339844 1718115910.9319
MEM 917.339844 1718115911.0323
MEM 917.339844 1718115911.1327
MEM 917.339844 1718115911.2331
MEM 917.597656 1718115911.3334
MEM 917.597656 1718115911.4338
MEM 917.597656 1718115911.5342
MEM 917.597656 1718115911.6345
MEM 917.597656 1718115911.7350
MEM 917.855469 1718115911.8353
MEM 917.855469 1718115911.9356
MEM 917.855469 1718115912.0360
MEM 917.855469 1718115912.1363
MEM 917.855469 1718115912.2366
MEM 918.113281 1718115912.3370
MEM 918.113281 1718115912.4374
MEM 918.113281 1718115912.5377
MEM 918.113281 1718115912.6381
MEM 918.113281 1718115912.7385
MEM 918.371094 1718115912.8389
MEM 918.371094 1718115912.9392
MEM 918.371094 1718115913.0396
MEM 918.371094 1718115913.1399
MEM 918.371094 1718115913.2403
MEM 918.628906 1718115913.3406
MEM 918.628906 1718115913.4410
MEM 918.628906 1718115913.5414
MEM 918.628906 1718115913.6417
MEM 918.886719 1718115913.7421
MEM 918.886719 1718115913.8425
MEM 918.886719 1718115913.9429
MEM 918.886719 1718115914.0433
MEM 918.886719 1718115914.1436
MEM 919.144531 1718115914.2439
MEM 919.144531 1718115914.3443
MEM 919.144531 1718115914.4447
MEM 919.144531 1718115914.5450
MEM 919.144531 1718115914.6455
MEM 919.144531 1718115914.7458
MEM 919.402344 1718115914.8462
MEM 919.402344 1718115914.9465
MEM 919.402344 1718115915.0469
MEM 919.402344 1718115915.1472
MEM 919.402344 1718115915.2476
MEM 919.660156 1718115915.3480
MEM 919.660156 1718115915.4483
MEM 919.660156 1718115915.5487
MEM 919.660156 1718115915.6490
MEM 919.917969 1718115915.7494
MEM 919.917969 1718115915.8497
MEM 919.917969 1718115915.9501
MEM 919.917969 1718115916.0504
MEM 919.917969 1718115916.1507
MEM 920.175781 1718115916.2511
MEM 920.175781 1718115916.3514
MEM 920.175781 1718115916.4518
MEM 920.175781 1718115916.5522
MEM 920.175781 1718115916.6526
MEM 920.433594 1718115916.7531
MEM 920.433594 1718115916.8534
MEM 920.433594 1718115916.9537
MEM 920.433594 1718115917.0542
MEM 920.433594 1718115917.1545
MEM 920.691406 1718115917.2549
MEM 920.691406 1718115917.3553
MEM 920.691406 1718115917.4556
MEM 920.691406 1718115917.5559
MEM 920.949219 1718115917.6563
MEM 920.949219 1718115917.7566
MEM 920.949219 1718115917.8570
MEM 920.949219 1718115917.9573
MEM 920.949219 1718115918.0577
MEM 921.207031 1718115918.1581
MEM 921.207031 1718115918.2584
MEM 921.207031 1718115918.3589
MEM 921.207031 1718115918.4593
MEM 921.464844 1718115918.5596
MEM 921.464844 1718115918.6600
MEM 921.464844 1718115918.7603
MEM 921.464844 1718115918.8606
MEM 921.464844 1718115918.9609
MEM 921.722656 1718115919.0612
MEM 921.722656 1718115919.1615
MEM 921.722656 1718115919.2619
MEM 921.722656 1718115919.3622
MEM 921.980469 1718115919.4626
MEM 921.980469 1718115919.5629
MEM 921.980469 1718115919.6634
MEM 921.980469 1718115919.7638
MEM 921.980469 1718115919.8641
MEM 922.238281 1718115919.9645
MEM 922.238281 1718115920.0649
MEM 922.238281 1718115920.1653
MEM 922.238281 1718115920.2656
MEM 922.238281 1718115920.3660
MEM 922.496094 1718115920.4664
MEM 922.496094 1718115920.5667
MEM 922.496094 1718115920.6671
MEM 922.496094 1718115920.7674
MEM 922.496094 1718115920.8678
MEM 922.753906 1718115920.9682
MEM 922.753906 1718115921.0685
MEM 922.753906 1718115921.1689
MEM 922.753906 1718115921.2693
MEM 922.753906 1718115921.3697
MEM 923.011719 1718115921.4700
MEM 923.011719 1718115921.5704
MEM 923.011719 1718115921.6708
MEM 923.011719 1718115921.7711
MEM 923.011719 1718115921.8715
MEM 923.269531 1718115921.9718
MEM 923.269531 1718115922.0721
MEM 923.269531 1718115922.1725
MEM 923.269531 1718115922.2729
MEM 923.269531 1718115922.3733
MEM 923.527344 1718115922.4736
MEM 923.527344 1718115922.5740
MEM 923.527344 1718115922.6744
MEM 923.527344 1718115922.7748
MEM 923.527344 1718115922.8752
MEM 923.785156 1718115922.9755
MEM 923.785156 1718115923.0759
MEM 924.042969 1718115923.1763
MEM 924.042969 1718115923.2766
MEM 924.042969 1718115923.3770
MEM 924.042969 1718115923.4773
MEM 924.300781 1718115923.5776
MEM 924.300781 1718115923.6779
MEM 924.300781 1718115923.7783
MEM 924.300781 1718115923.8786
MEM 924.300781 1718115923.9790
MEM 924.558594 1718115924.0793
MEM 924.558594 1718115924.1797
MEM 924.558594 1718115924.2800
MEM 924.558594 1718115924.3804
MEM 924.558594 1718115924.4807
MEM 924.816406 1718115924.5811
MEM 924.816406 1718115924.6814
MEM 924.816406 1718115924.7818
MEM 924.816406 1718115924.8823
MEM 924.816406 1718115924.9827
MEM 925.074219 1718115925.0833
MEM 925.074219 1718115925.1837
MEM 925.074219 1718115925.2841
MEM 925.074219 1718115925.3844
MEM 925.074219 1718115925.4847
MEM 925.332031 1718115925.5850
MEM 925.332031 1718115925.6854
MEM 925.332031 1718115925.7857
MEM 925.332031 1718115925.8861
MEM 925.332031 1718115925.9865
MEM 925.589844 1718115926.0868
MEM 925.589844 1718115926.1871
MEM 925.589844 1718115926.2875
MEM 925.589844 1718115926.3879
MEM 925.589844 1718115926.4883
MEM 925.847656 1718115926.5887
MEM 925.847656 1718115926.6891
MEM 925.847656 1718115926.7895
MEM 925.847656 1718115926.8899
MEM 925.847656 1718115926.9903
MEM 925.847656 1718115927.0907
MEM 926.105469 1718115927.1911
MEM 926.105469 1718115927.2915
MEM 926.105469 1718115927.3919
MEM 926.105469 1718115927.4922
MEM 926.105469 1718115927.5926
MEM 926.363281 1718115927.6931
MEM 926.363281 1718115927.7934
MEM 926.363281 1718115927.8938
MEM 926.363281 1718115927.9941
MEM 926.363281 1718115928.0945
MEM 926.621094 1718115928.1948
MEM 926.621094 1718115928.2952
MEM 926.621094 1718115928.3955
MEM 926.621094 1718115928.4959
MEM 926.621094 1718115928.5962
MEM 926.878906 1718115928.6966
MEM 926.878906 1718115928.7969
MEM 926.878906 1718115928.8973
MEM 926.878906 1718115928.9975
MEM 927.136719 1718115929.0979
MEM 927.136719 1718115929.1982
MEM 927.136719 1718115929.2986
MEM 927.136719 1718115929.3990
MEM 927.136719 1718115929.4993
MEM 927.394531 1718115929.5997
MEM 927.394531 1718115929.7002
MEM 927.394531 1718115929.8006
MEM 927.394531 1718115929.9009
MEM 927.394531 1718115930.0015
MEM 927.652344 1718115930.1018
MEM 927.652344 1718115930.2022
MEM 927.652344 1718115930.3026
MEM 927.652344 1718115930.4029
MEM 927.652344 1718115930.5033
MEM 927.910156 1718115930.6036
MEM 927.910156 1718115930.7040
MEM 927.910156 1718115930.8043
MEM 927.910156 1718115930.9047
MEM 927.910156 1718115931.0050
MEM 928.167969 1718115931.1054
MEM 928.167969 1718115931.2057
MEM 928.167969 1718115931.3061
MEM 928.167969 1718115931.4064
MEM 928.167969 1718115931.5067
MEM 928.425781 1718115931.6071
MEM 928.425781 1718115931.7075
MEM 928.425781 1718115931.8079
MEM 928.425781 1718115931.9081
MEM 928.425781 1718115932.0085
MEM 928.683594 1718115932.1088
MEM 928.683594 1718115932.2092
MEM 928.683594 1718115932.3096
MEM 928.683594 1718115932.4100
MEM 928.941406 1718115932.5103
MEM 928.941406 1718115932.6107
MEM 928.941406 1718115932.7110
MEM 928.941406 1718115932.8113
MEM 928.941406 1718115932.9116
MEM 929.199219 1718115933.0120
MEM 929.199219 1718115933.1122
MEM 929.199219 1718115933.2126
MEM 929.199219 1718115933.3129
MEM 929.457031 1718115933.4133
MEM 929.457031 1718115933.5136
MEM 929.457031 1718115933.6140
MEM 929.457031 1718115933.7144
MEM 929.457031 1718115933.8148
MEM 929.714844 1718115933.9152
MEM 929.714844 1718115934.0155
MEM 929.714844 1718115934.1159
MEM 929.714844 1718115934.2163
MEM 929.714844 1718115934.3166
MEM 929.972656 1718115934.4170
MEM 930.230469 1718115934.5173
MEM 930.230469 1718115934.6177
MEM 930.488281 1718115934.7180
MEM 930.488281 1718115934.8185
MEM 930.488281 1718115934.9188
MEM 930.488281 1718115935.0192
MEM 930.488281 1718115935.1196
MEM 930.746094 1718115935.2200
MEM 930.746094 1718115935.3204
MEM 930.746094 1718115935.4207
MEM 930.746094 1718115935.5211
MEM 930.746094 1718115935.6215
MEM 931.003906 1718115935.7220
MEM 931.003906 1718115935.8223
MEM 931.003906 1718115935.9227
MEM 931.003906 1718115936.0230
MEM 931.003906 1718115936.1234
MEM 931.261719 1718115936.2237
MEM 931.261719 1718115936.3241
MEM 931.261719 1718115936.4244
MEM 931.261719 1718115936.5247
MEM 931.519531 1718115936.6251
MEM 931.519531 1718115936.7254
MEM 931.519531 1718115936.8258
MEM 931.519531 1718115936.9261
MEM 931.519531 1718115937.0265
MEM 931.777344 1718115937.1268
MEM 931.777344 1718115937.2272
MEM 931.777344 1718115937.3275
MEM 931.777344 1718115937.4279
MEM 932.035156 1718115937.5282
MEM 932.035156 1718115937.6286
MEM 932.035156 1718115937.7289
MEM 932.035156 1718115937.8293
MEM 932.035156 1718115937.9296
MEM 932.292969 1718115938.0300
MEM 932.292969 1718115938.1303
MEM 932.292969 1718115938.2307
MEM 932.292969 1718115938.3310
MEM 932.292969 1718115938.4314
MEM 932.292969 1718115938.5317
MEM 932.550781 1718115938.6321
MEM 932.550781 1718115938.7324
MEM 932.550781 1718115938.8327
MEM 932.550781 1718115938.9330
MEM 932.808594 1718115939.0334
MEM 932.808594 1718115939.1337
MEM 932.808594 1718115939.2341
MEM 932.808594 1718115939.3344
MEM 932.808594 1718115939.4347
MEM 933.066406 1718115939.5351
MEM 933.066406 1718115939.6354
MEM 933.066406 1718115939.7357
MEM 933.066406 1718115939.8361
MEM 933.066406 1718115939.9365
MEM 933.324219 1718115940.0368
MEM 933.324219 1718115940.1372
MEM 933.324219 1718115940.2377
MEM 933.324219 1718115940.3381
MEM 933.324219 1718115940.4384
MEM 933.582031 1718115940.5387
MEM 933.582031 1718115940.6394
MEM 933.582031 1718115940.7398
MEM 933.582031 1718115940.8402
MEM 933.582031 1718115940.9405
MEM 933.839844 1718115941.0408
MEM 933.839844 1718115941.1412
MEM 933.839844 1718115941.2416
MEM 933.839844 1718115941.3419
MEM 934.097656 1718115941.4423
MEM 934.097656 1718115941.5426
MEM 934.097656 1718115941.6429
MEM 934.097656 1718115941.7434
MEM 934.097656 1718115941.8438
MEM 934.355469 1718115941.9441
MEM 934.355469 1718115942.0445
MEM 934.355469 1718115942.1449
MEM 934.355469 1718115942.2452
MEM 934.355469 1718115942.3455
MEM 934.613281 1718115942.4459
MEM 934.613281 1718115942.5462
MEM 934.613281 1718115942.6466
MEM 934.613281 1718115942.7470
MEM 934.613281 1718115942.8474
MEM 934.871094 1718115942.9476
MEM 934.871094 1718115943.0480
MEM 934.871094 1718115943.1484
MEM 934.871094 1718115943.2487
MEM 934.871094 1718115943.3491
MEM 935.128906 1718115943.4495
MEM 935.128906 1718115943.5499
MEM 935.128906 1718115943.6503
MEM 935.128906 1718115943.7506
MEM 935.128906 1718115943.8510
MEM 935.386719 1718115943.9513
MEM 935.386719 1718115944.0517
MEM 935.386719 1718115944.1520
MEM 935.386719 1718115944.2523
MEM 935.386719 1718115944.3527
MEM 935.644531 1718115944.4530
MEM 935.644531 1718115944.5533
MEM 935.644531 1718115944.6537
MEM 935.644531 1718115944.7541
MEM 935.644531 1718115944.8544
MEM 935.644531 1718115944.9548
MEM 935.902344 1718115945.0551
MEM 935.902344 1718115945.1554
MEM 935.902344 1718115945.2557
MEM 935.902344 1718115945.3561
MEM 935.902344 1718115945.4564
MEM 936.160156 1718115945.5568
MEM 936.160156 1718115945.6573
MEM 936.160156 1718115945.7577
MEM 936.160156 1718115945.8581
MEM 936.160156 1718115945.9584
MEM 936.417969 1718115946.0588
MEM 936.417969 1718115946.1592
MEM 936.417969 1718115946.2596
MEM 936.417969 1718115946.3599
MEM 936.417969 1718115946.4603
MEM 936.417969 1718115946.5606
MEM 936.675781 1718115946.6610
MEM 936.675781 1718115946.7613
MEM 936.675781 1718115946.8617
MEM 936.675781 1718115946.9621
MEM 936.675781 1718115947.0624
MEM 936.675781 1718115947.1628
MEM 936.933594 1718115947.2631
MEM 936.933594 1718115947.3634
MEM 936.933594 1718115947.4638
MEM 936.933594 1718115947.5641
MEM 936.933594 1718115947.6644
MEM 937.191406 1718115947.7648
MEM 937.191406 1718115947.8651
MEM 937.191406 1718115947.9654
MEM 937.191406 1718115948.0658
MEM 937.191406 1718115948.1661
MEM 937.449219 1718115948.2665
MEM 937.449219 1718115948.3668
MEM 937.449219 1718115948.4671
MEM 937.449219 1718115948.5674
MEM 937.449219 1718115948.6678
MEM 937.707031 1718115948.7681
MEM 937.707031 1718115948.8684
MEM 937.707031 1718115948.9688
MEM 937.707031 1718115949.0692
MEM 937.707031 1718115949.1695
MEM 937.964844 1718115949.2700
MEM 937.964844 1718115949.3703
MEM 937.964844 1718115949.4707
MEM 937.964844 1718115949.5711
MEM 937.964844 1718115949.6714
MEM 937.964844 1718115949.7718
MEM 938.222656 1718115949.8721
MEM 938.222656 1718115949.9725
MEM 938.222656 1718115950.0729
MEM 938.222656 1718115950.1732
MEM 938.222656 1718115950.2736
MEM 938.480469 1718115950.3739
MEM 938.480469 1718115950.4744
MEM 938.480469 1718115950.5747
MEM 938.480469 1718115950.6751
MEM 938.480469 1718115950.7754
MEM 938.738281 1718115950.8757
MEM 938.738281 1718115950.9761
MEM 938.738281 1718115951.0765
MEM 938.738281 1718115951.1768
MEM 938.738281 1718115951.2772
MEM 938.996094 1718115951.3775
MEM 938.996094 1718115951.4778
MEM 938.996094 1718115951.5782
MEM 938.996094 1718115951.6786
MEM 938.996094 1718115951.7789
MEM 939.253906 1718115951.8793
MEM 939.253906 1718115951.9796
MEM 939.253906 1718115952.0801
MEM 939.253906 1718115952.1805
MEM 939.253906 1718115952.2809
MEM 939.511719 1718115952.3812
MEM 939.511719 1718115952.4815
MEM 939.511719 1718115952.5819
MEM 939.511719 1718115952.6822
MEM 939.511719 1718115952.7826
MEM 939.769531 1718115952.8829
MEM 939.769531 1718115952.9833
MEM 939.769531 1718115953.0836
MEM 939.769531 1718115953.1839
MEM 939.769531 1718115953.2842
MEM 940.027344 1718115953.3845
MEM 940.027344 1718115953.4849
MEM 940.027344 1718115953.5853
MEM 940.027344 1718115953.6857
MEM 940.027344 1718115953.7861
MEM 940.285156 1718115953.8864
MEM 940.285156 1718115953.9867
MEM 940.285156 1718115954.0871
MEM 940.285156 1718115954.1875
MEM 940.285156 1718115954.2879
MEM 940.285156 1718115954.3883
MEM 940.542969 1718115954.4886
MEM 940.542969 1718115954.5890
MEM 940.542969 1718115954.6893
MEM 940.542969 1718115954.7897
MEM 940.542969 1718115954.8901
MEM 940.542969 1718115954.9905
MEM 940.800781 1718115955.0908
MEM 940.800781 1718115955.1911
MEM 940.800781 1718115955.2915
MEM 940.800781 1718115955.3917
MEM 940.800781 1718115955.4920
MEM 941.058594 1718115955.5925
MEM 941.058594 1718115955.6929
MEM 941.058594 1718115955.7932
MEM 941.058594 1718115955.8935
MEM 941.058594 1718115955.9939
MEM 941.316406 1718115956.0942
MEM 941.316406 1718115956.1945
MEM 941.316406 1718115956.2949
MEM 941.316406 1718115956.3953
MEM 941.574219 1718115956.4957
MEM 941.574219 1718115956.5962
MEM 941.574219 1718115956.6965
MEM 941.574219 1718115956.7969
MEM 941.574219 1718115956.8974
MEM 941.832031 1718115956.9977
MEM 941.832031 1718115957.0981
MEM 941.832031 1718115957.1984
MEM 941.832031 1718115957.2987
MEM 941.832031 1718115957.3991
MEM 942.089844 1718115957.4995
MEM 942.089844 1718115957.5998
MEM 942.089844 1718115957.7002
MEM 942.089844 1718115957.8005
MEM 942.089844 1718115957.9009
MEM 942.347656 1718115958.0013
MEM 942.347656 1718115958.1017
MEM 942.347656 1718115958.2021
MEM 942.347656 1718115958.3025
MEM 942.347656 1718115958.4028
MEM 942.605469 1718115958.5033
MEM 942.605469 1718115958.6036
MEM 942.605469 1718115958.7040
MEM 942.605469 1718115958.8044
MEM 942.863281 1718115958.9048
MEM 942.863281 1718115959.0051
MEM 942.863281 1718115959.1055
MEM 942.863281 1718115959.2058
MEM 942.863281 1718115959.3063
MEM 942.863281 1718115959.4067
MEM 943.121094 1718115959.5071
MEM 943.121094 1718115959.6076
MEM 943.121094 1718115959.7082
MEM 943.121094 1718115959.8086
MEM 943.121094 1718115959.9089
MEM 943.121094 1718115960.0092
MEM 943.121094 1718115960.1096
MEM 943.121094 1718115960.2099
MEM 943.378906 1718115960.3102
MEM 943.378906 1718115960.4106
MEM 943.378906 1718115960.5109
MEM 943.378906 1718115960.6112
MEM 943.378906 1718115960.7117
MEM 943.636719 1718115960.8120
MEM 943.636719 1718115960.9123
MEM 943.636719 1718115961.0127
MEM 943.636719 1718115961.1130
MEM 943.894531 1718115961.2134
MEM 943.894531 1718115961.3137
MEM 943.894531 1718115961.4140
MEM 943.894531 1718115961.5144
MEM 943.894531 1718115961.6147
MEM 944.152344 1718115961.7150
MEM 944.152344 1718115961.8154
MEM 944.152344 1718115961.9158
MEM 944.152344 1718115962.0162
MEM 944.152344 1718115962.1166
MEM 944.410156 1718115962.2169
MEM 944.410156 1718115962.3173
MEM 944.410156 1718115962.4177
MEM 944.410156 1718115962.5180
MEM 944.410156 1718115962.6184
MEM 944.667969 1718115962.7188
MEM 944.667969 1718115962.8191
MEM 944.667969 1718115962.9195
MEM 944.667969 1718115963.0198
MEM 944.667969 1718115963.1201
MEM 944.925781 1718115963.2205
MEM 944.925781 1718115963.3208
MEM 944.925781 1718115963.4211
MEM 944.925781 1718115963.5214
MEM 945.183594 1718115963.6218
MEM 945.183594 1718115963.7221
MEM 945.183594 1718115963.8225
MEM 945.183594 1718115963.9228
MEM 945.183594 1718115964.0232
MEM 945.441406 1718115964.1235
MEM 945.441406 1718115964.2239
MEM 945.441406 1718115964.3242
MEM 945.441406 1718115964.4245
MEM 945.441406 1718115964.5248
MEM 945.699219 1718115964.6253
MEM 945.699219 1718115964.7256
MEM 945.699219 1718115964.8260
MEM 945.699219 1718115964.9263
MEM 945.957031 1718115965.0268
MEM 945.957031 1718115965.1271
MEM 945.957031 1718115965.2275
MEM 945.957031 1718115965.3279
MEM 945.957031 1718115965.4283
MEM 946.214844 1718115965.5286
MEM 946.214844 1718115965.6289
MEM 946.214844 1718115965.7294
MEM 946.214844 1718115965.8298
MEM 946.214844 1718115965.9301
MEM 946.472656 1718115966.0304
MEM 946.472656 1718115966.1308
MEM 946.472656 1718115966.2311
MEM 946.472656 1718115966.3315
MEM 946.472656 1718115966.4319
MEM 946.472656 1718115966.5323
MEM 946.730469 1718115966.6326
MEM 946.730469 1718115966.7333
MEM 946.730469 1718115966.8336
MEM 946.730469 1718115966.9339
MEM 946.730469 1718115967.0343
MEM 946.730469 1718115967.1346
MEM 946.988281 1718115967.2350
MEM 946.988281 1718115967.3353
MEM 946.988281 1718115967.4357
MEM 946.988281 1718115967.5361
MEM 946.988281 1718115967.6364
MEM 946.988281 1718115967.7368
MEM 947.246094 1718115967.8372
MEM 947.246094 1718115967.9376
MEM 947.246094 1718115968.0380
MEM 947.246094 1718115968.1383
MEM 947.503906 1718115968.2387
MEM 947.503906 1718115968.3390
MEM 947.503906 1718115968.4394
MEM 947.503906 1718115968.5397
MEM 947.503906 1718115968.6401
MEM 947.761719 1718115968.7404
MEM 947.761719 1718115968.8408
MEM 947.761719 1718115968.9410
MEM 947.761719 1718115969.0414
MEM 947.761719 1718115969.1417
MEM 948.019531 1718115969.2420
MEM 948.019531 1718115969.3424
MEM 948.019531 1718115969.4427
MEM 948.019531 1718115969.5431
MEM 948.019531 1718115969.6434
MEM 948.277344 1718115969.7438
MEM 948.277344 1718115969.8441
MEM 948.277344 1718115969.9445
MEM 948.277344 1718115970.0451
MEM 948.277344 1718115970.1454
MEM 948.535156 1718115970.2458
MEM 948.535156 1718115970.3461
MEM 948.535156 1718115970.4465
MEM 948.535156 1718115970.5468
MEM 948.535156 1718115970.6472
MEM 948.792969 1718115970.7475
MEM 948.792969 1718115970.8479
MEM 948.792969 1718115970.9483
MEM 948.792969 1718115971.0487
MEM 948.792969 1718115971.1490
MEM 949.050781 1718115971.2493
MEM 949.050781 1718115971.3497
MEM 949.050781 1718115971.4500
MEM 949.050781 1718115971.5504
MEM 949.050781 1718115971.6508
MEM 949.308594 1718115971.7512
MEM 949.308594 1718115971.8515
MEM 949.308594 1718115971.9519
MEM 949.308594 1718115972.0521
MEM 949.566406 1718115972.1525
MEM 949.566406 1718115972.2529
MEM 949.566406 1718115972.3533
MEM 949.566406 1718115972.4537
MEM 949.566406 1718115972.5540
MEM 949.824219 1718115972.6544
MEM 949.824219 1718115972.7547
MEM 949.824219 1718115972.8550
MEM 949.824219 1718115972.9554
MEM 949.824219 1718115973.0557
MEM 950.082031 1718115973.1560
MEM 950.082031 1718115973.2564
MEM 950.082031 1718115973.3568
MEM 950.082031 1718115973.4571
MEM 950.339844 1718115973.5574
MEM 950.339844 1718115973.6578
MEM 950.339844 1718115973.7582
MEM 950.339844 1718115973.8586
MEM 950.339844 1718115973.9589
MEM 950.339844 1718115974.0593
MEM 950.339844 1718115974.1596
MEM 950.597656 1718115974.2600
MEM 950.597656 1718115974.3603
MEM 950.597656 1718115974.4607
MEM 950.597656 1718115974.5611
MEM 950.597656 1718115974.6614
MEM 950.855469 1718115974.7619
MEM 950.855469 1718115974.8623
MEM 950.855469 1718115974.9627
MEM 950.855469 1718115975.0631
MEM 950.855469 1718115975.1635
MEM 950.855469 1718115975.2639
MEM 950.855469 1718115975.3642
MEM 951.113281 1718115975.4646
MEM 951.113281 1718115975.5649
MEM 951.113281 1718115975.6653
MEM 951.113281 1718115975.7656
MEM 951.113281 1718115975.8659
MEM 951.113281 1718115975.9663
MEM 951.371094 1718115976.0667
MEM 951.371094 1718115976.1671
MEM 951.371094 1718115976.2674
MEM 951.371094 1718115976.3678
MEM 951.628906 1718115976.4681
MEM 951.628906 1718115976.5685
MEM 951.628906 1718115976.6689
MEM 951.628906 1718115976.7692
MEM 951.628906 1718115976.8695
MEM 951.628906 1718115976.9699
MEM 951.886719 1718115977.0703
MEM 951.886719 1718115977.1707
MEM 951.886719 1718115977.2711
MEM 951.886719 1718115977.3714
MEM 952.144531 1718115977.4718
MEM 952.144531 1718115977.5722
MEM 952.144531 1718115977.6725
MEM 952.144531 1718115977.7728
MEM 952.144531 1718115977.8731
MEM 952.402344 1718115977.9734
MEM 952.402344 1718115978.0738
MEM 952.402344 1718115978.1741
MEM 952.402344 1718115978.2744
MEM 952.402344 1718115978.3748
MEM 952.660156 1718115978.4751
MEM 952.660156 1718115978.5755
MEM 952.660156 1718115978.6759
MEM 952.660156 1718115978.7762
MEM 952.660156 1718115978.8765
MEM 952.917969 1718115978.9769
MEM 952.917969 1718115979.0773
MEM 952.917969 1718115979.1778
MEM 952.917969 1718115979.2781
MEM 953.175781 1718115979.3785
MEM 953.175781 1718115979.4789
MEM 953.175781 1718115979.5792
MEM 953.175781 1718115979.6796
MEM 953.175781 1718115979.7799
MEM 953.433594 1718115979.8802
MEM 953.433594 1718115979.9808
MEM 953.433594 1718115980.0811
MEM 953.433594 1718115980.1814
MEM 953.433594 1718115980.2817
MEM 953.691406 1718115980.3821
MEM 953.691406 1718115980.4824
MEM 953.691406 1718115980.5827
MEM 953.691406 1718115980.6831
MEM 953.949219 1718115980.7835
MEM 953.949219 1718115980.8838
MEM 953.949219 1718115980.9842
MEM 953.949219 1718115981.0845
MEM 953.949219 1718115981.1849
MEM 954.207031 1718115981.2852
MEM 954.207031 1718115981.3856
MEM 954.207031 1718115981.4859
MEM 954.207031 1718115981.5862
MEM 954.207031 1718115981.6866
MEM 954.464844 1718115981.7870
MEM 954.464844 1718115981.8874
MEM 954.464844 1718115981.9877
MEM 954.464844 1718115982.0881
MEM 954.464844 1718115982.1884
MEM 954.722656 1718115982.2888
MEM 954.722656 1718115982.3891
MEM 954.722656 1718115982.4894
MEM 954.722656 1718115982.5898
MEM 954.722656 1718115982.6902
MEM 954.980469 1718115982.7905
MEM 954.980469 1718115982.8909
MEM 954.980469 1718115982.9914
MEM 954.980469 1718115983.0918
MEM 954.980469 1718115983.1921
MEM 954.980469 1718115983.2924
MEM 955.238281 1718115983.3928
MEM 955.238281 1718115983.4931
MEM 955.238281 1718115983.5935
MEM 955.238281 1718115983.6939
MEM 955.238281 1718115983.7942
MEM 955.496094 1718115983.8946
MEM 955.496094 1718115983.9950
MEM 955.496094 1718115984.0954
MEM 955.496094 1718115984.1957
MEM 955.496094 1718115984.2961
MEM 955.753906 1718115984.3964
MEM 955.753906 1718115984.4967
MEM 955.753906 1718115984.5970
MEM 955.753906 1718115984.6974
MEM 955.753906 1718115984.7978
MEM 956.011719 1718115984.8981
MEM 956.011719 1718115984.9985
MEM 956.011719 1718115985.0989
MEM 956.011719 1718115985.1992
MEM 956.011719 1718115985.2996
MEM 956.269531 1718115985.4000
MEM 956.269531 1718115985.5003
MEM 956.269531 1718115985.6006
MEM 956.269531 1718115985.7010
MEM 956.269531 1718115985.8013
MEM 956.527344 1718115985.9016
MEM 956.527344 1718115986.0019
MEM 956.527344 1718115986.1023
MEM 956.527344 1718115986.2026
MEM 956.527344 1718115986.3031
MEM 956.785156 1718115986.4034
MEM 956.785156 1718115986.5038
MEM 956.785156 1718115986.6041
MEM 956.785156 1718115986.7045
MEM 956.785156 1718115986.8049
MEM 957.042969 1718115986.9052
MEM 957.042969 1718115987.0056
MEM 957.042969 1718115987.1060
MEM 957.042969 1718115987.2063
MEM 957.042969 1718115987.3068
MEM 957.042969 1718115987.4072
MEM 957.300781 1718115987.5076
MEM 957.300781 1718115987.6079
MEM 957.300781 1718115987.7082
MEM 957.300781 1718115987.8086
MEM 957.558594 1718115987.9090
MEM 957.558594 1718115988.0094
MEM 957.558594 1718115988.1097
MEM 957.558594 1718115988.2100
MEM 957.558594 1718115988.3104
MEM 957.816406 1718115988.4107
MEM 957.816406 1718115988.5111
MEM 957.816406 1718115988.6115
MEM 957.816406 1718115988.7118
MEM 957.816406 1718115988.8121
MEM 958.074219 1718115988.9125
MEM 958.074219 1718115989.0128
MEM 958.074219 1718115989.1131
MEM 958.074219 1718115989.2135
MEM 958.332031 1718115989.3139
MEM 958.332031 1718115989.4142
MEM 958.332031 1718115989.5146
MEM 958.332031 1718115989.6150
MEM 958.332031 1718115989.7154
MEM 958.589844 1718115989.8157
MEM 958.589844 1718115989.9161
MEM 958.589844 1718115990.0165
MEM 958.589844 1718115990.1168
MEM 958.589844 1718115990.2172
MEM 958.847656 1718115990.3175
MEM 958.847656 1718115990.4180
MEM 958.847656 1718115990.5183
MEM 958.847656 1718115990.6186
MEM 958.847656 1718115990.7189
MEM 959.105469 1718115990.8193
MEM 959.105469 1718115990.9196
MEM 959.105469 1718115991.0200
MEM 959.105469 1718115991.1203
MEM 959.105469 1718115991.2206
MEM 959.363281 1718115991.3209
MEM 959.363281 1718115991.4214
MEM 959.363281 1718115991.5218
MEM 959.363281 1718115991.6222
